Weld,Image,GT_Label,AnomalyScore,RegionArea,MaxVal,RegionCount,BurnThru,Concavity,Good,Porosity,Skip,AD_Decision,CL_Decision,AD_ClassID,CL_ClassID,GT_Label_Num,RegionRow,RegionCol,RegionAreaFrac,CL_ConfMax,CL_ConfMargin,SegThresh,ClassThresh
WL22,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Bad/WL22/WL22_full_10492225075015902_Cam7C1_2025-03-17-03-08-32-44.png,Bad,0.409821,14496,0.409821,13,0.999991,9e-06,0.0,0.0,0.0,Bad,Bad,1,1,1,91.130795,115.799186,0.221191,0.999991,0.999981,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072120217_Cam4C1_2025-03-17-01-12-21-62.png,Good,0.039344,0,0.0,1,0.982664,0.014968,0.001521,0.000592,0.000255,Good,Good,0,0,0,0.0,0.0,0.0,0.982664,0.967696,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072120217_Cam4C1_2025-03-17-01-59-14-96.png,Good,0.059166,0,0.0,1,0.990581,0.00825,0.000788,0.000285,9.5e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.990581,0.982331,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072120217_Cam4C1_2025-03-17-03-03-15-81.png,Good,0.061616,0,0.0,1,0.989494,0.008676,0.001232,0.000463,0.000135,Good,Good,0,0,0,0.0,0.0,0.0,0.989494,0.980818,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072130202_Cam4C1_2025-03-17-01-07-26-64.png,Good,0.072329,0,0.0,1,0.998701,0.000909,0.000274,9.2e-05,2.4e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.998701,0.997792,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072130202_Cam4C1_2025-03-17-02-09-46-61.png,Good,0.076328,0,0.0,1,0.992428,0.005198,0.001642,0.000598,0.000134,Good,Good,0,0,0,0.0,0.0,0.0,0.992428,0.98723,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072131517_Cam4C1_2025-03-17-12-58-38-14.png,Good,0.054714,0,0.0,1,0.978592,0.018994,0.001077,0.001066,0.000271,Good,Good,0,0,0,0.0,0.0,0.0,0.978592,0.959598,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072155555_Cam4C1_2025-03-17-02-08-53-38.png,Good,0.044142,0,0.0,1,0.995451,0.003772,0.00054,0.000171,6.6e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.995451,0.991679,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072155555_Cam4C1_2025-03-17-02-29-31-29.png,Good,0.075516,0,0.0,1,0.995435,0.003817,0.000499,0.000179,7e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.995435,0.991618,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072155555_Cam4C1_2025-03-17-12-59-35-44.png,Good,0.025046,0,0.0,1,0.989285,0.009137,0.001118,0.000312,0.000147,Good,Good,0,0,0,0.0,0.0,0.0,0.989285,0.980148,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072160740_Cam4C1_2025-03-17-01-50-18-22.png,Good,0.046908,0,0.0,1,0.992946,0.005887,0.00052,0.00044,0.000207,Good,Good,0,0,0,0.0,0.0,0.0,0.992946,0.98706,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072160740_Cam4C1_2025-03-17-03-12-01-63.png,Good,0.048763,0,0.0,1,0.995019,0.00406,0.000412,0.000336,0.000173,Good,Good,0,0,0,0.0,0.0,0.0,0.995019,0.990958,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072160740_Cam4C1_2025-03-17-03-13-04-40.png,Good,0.064988,0,0.0,1,0.989568,0.008599,0.000755,0.000754,0.000324,Good,Good,0,0,0,0.0,0.0,0.0,0.989568,0.980969,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072173157_Cam4C1_2025-03-17-01-16-04-58.png,Good,0.058174,0,0.0,1,0.951832,0.042519,0.00261,0.002576,0.000463,Good,Good,0,0,0,0.0,0.0,0.0,0.951832,0.909314,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072173157_Cam4C1_2025-03-17-02-13-55-99.png,Good,0.031434,0,0.0,1,0.98523,0.011954,0.002045,0.000597,0.000174,Good,Good,0,0,0,0.0,0.0,0.0,0.98523,0.973276,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072174033_Cam4C1_2025-03-17-01-26-50-58.png,Good,0.058011,0,0.0,1,0.992986,0.006118,0.000658,0.000164,7.4e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.992986,0.986868,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072174033_Cam4C1_2025-03-17-02-11-26-50.png,Good,0.051468,0,0.0,1,0.993423,0.005795,0.000563,0.000152,6.7e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.993423,0.987629,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072174033_Cam4C1_2025-03-17-02-51-33-55.png,Good,0.047078,0,0.0,1,0.994574,0.004667,0.000552,0.000137,7e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.994574,0.989907,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072174033_Cam4C1_2025-03-17-03-23-34-18.png,Good,0.046141,0,0.0,1,0.99443,0.00489,0.000462,0.000148,7.1e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.99443,0.98954,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072191533_Cam4C1_2025-03-17-02-16-34-75.png,Good,0.053341,0,0.0,1,0.962099,0.033011,0.003756,0.000747,0.000387,Good,Good,0,0,0,0.0,0.0,0.0,0.962099,0.929088,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072191533_Cam4C1_2025-03-17-02-40-19-09.png,Good,0.038837,0,0.0,1,0.970171,0.026953,0.001996,0.000583,0.000297,Good,Good,0,0,0,0.0,0.0,0.0,0.970171,0.943218,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072194809_Cam4C1_2025-03-17-02-15-41-80.png,Good,0.089755,0,0.0,1,0.992918,0.00477,0.001958,0.000274,8e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.992918,0.988148,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072194809_Cam4C1_2025-03-17-02-40-45-85.png,Good,0.109155,26,0.109155,1,0.994792,0.003986,0.000955,0.000205,6.2e-05,Good,Good,0,0,0,64.307692,221.307692,0.000397,0.994792,0.990806,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072204123_Cam4C1_2025-03-17-01-51-11-88.png,Good,0.106446,37,0.106446,2,0.990396,0.008153,0.00115,0.000207,9.4e-05,Good,Good,0,0,0,13.486486,141.459459,0.000565,0.990396,0.982243,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072204123_Cam4C1_2025-03-17-03-10-10-99.png,Good,0.070421,0,0.0,1,0.993244,0.006057,0.000445,0.000168,8.7e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.993244,0.987187,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072204123_Cam4C1_2025-03-17-03-15-31-65.png,Good,0.068148,0,0.0,1,0.985602,0.012624,0.001074,0.000505,0.000196,Good,Good,0,0,0,0.0,0.0,0.0,0.985602,0.972979,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072204310_Cam4C1_2025-03-17-02-10-33-18.png,Good,0.12157,63,0.12157,1,0.994616,0.005157,9.9e-05,9.4e-05,3.5e-05,Bad,Good,1,0,0,25.285714,137.238095,0.000961,0.994616,0.989459,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072204310_Cam4C1_2025-03-17-02-27-23-43.png,Good,0.083875,0,0.0,1,0.985951,0.013212,0.000373,0.000342,0.000121,Good,Good,0,0,0,0.0,0.0,0.0,0.985951,0.972739,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072204638_Cam4C1_2025-03-17-01-00-03-92.png,Good,0.057502,0,0.0,1,0.993996,0.005533,0.000271,0.000135,6.5e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.993996,0.988462,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072204638_Cam4C1_2025-03-17-02-04-01-81.png,Good,0.051755,0,0.0,1,0.993762,0.005611,0.000321,0.000214,9.2e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.993762,0.988151,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072204638_Cam4C1_2025-03-17-02-35-01-74.png,Good,0.042671,0,0.0,1,0.989861,0.00908,0.000653,0.000282,0.000124,Good,Good,0,0,0,0.0,0.0,0.0,0.989861,0.980781,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072225240_Cam4C1_2025-03-17-02-16-08-30.png,Good,0.227702,1073,0.227702,3,0.976016,0.018547,0.002633,0.002285,0.000519,Bad,Good,1,0,0,156.789376,130.261883,0.016373,0.976016,0.957469,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072225240_Cam4C1_2025-03-17-02-41-13-91.png,Good,0.052375,0,0.0,1,0.979873,0.016297,0.002389,0.001191,0.000251,Good,Good,0,0,0,0.0,0.0,0.0,0.979873,0.963576,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225072225240_Cam4C1_2025-03-17-02-41-40-59.png,Good,0.179854,886,0.179854,2,0.980478,0.014746,0.002282,0.001959,0.000535,Bad,Good,1,0,0,167.735892,131.439052,0.013519,0.980478,0.965732,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073000155_Cam4C1_2025-03-17-02-18-58-54.png,Good,0.054346,0,0.0,1,0.993585,0.005117,0.000885,0.000327,8.7e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.993585,0.988468,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073000155_Cam4C1_2025-03-17-02-44-58-10.png,Good,0.043675,0,0.0,1,0.990796,0.006588,0.002086,0.000415,0.000116,Good,Good,0,0,0,0.0,0.0,0.0,0.990796,0.984209,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073022757_Cam4C1_2025-03-17-02-18-31-80.png,Good,0.081052,0,0.0,1,0.984782,0.010604,0.002152,0.001891,0.000571,Good,Good,0,0,0,0.0,0.0,0.0,0.984782,0.974178,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073022757_Cam4C1_2025-03-17-02-44-31-81.png,Good,0.078817,0,0.0,1,0.983931,0.013332,0.001428,0.000951,0.000359,Good,Good,0,0,0,0.0,0.0,0.0,0.983931,0.9706,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073023653_Cam4C1_2025-03-17-01-08-20-28.png,Good,0.085374,0,0.0,1,0.993548,0.0048,0.001077,0.000476,9.8e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.993548,0.988749,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073023653_Cam4C1_2025-03-17-02-07-33-58.png,Good,0.120311,208,0.120311,1,0.988524,0.008866,0.001219,0.001115,0.000277,Bad,Good,1,0,0,188.990385,120.048077,0.003174,0.988524,0.979657,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073023653_Cam4C1_2025-03-17-02-39-19-93.png,Good,0.143286,206,0.143286,1,0.992938,0.005818,0.000581,0.000527,0.000136,Bad,Good,1,0,0,184.898058,122.927184,0.003143,0.992938,0.98712,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073024929_Cam4C1_2025-03-17-01-15-07-29.png,Good,0.134997,82,0.134997,1,0.989696,0.00981,0.000284,0.000119,9e-05,Bad,Good,1,0,0,198.414634,241.97561,0.001251,0.989696,0.979886,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073024929_Cam4C1_2025-03-17-01-15-35-74.png,Good,0.06673,0,0.0,1,0.994744,0.004322,0.000722,0.00015,6.1e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.994744,0.990422,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073024929_Cam4C1_2025-03-17-02-12-19-73.png,Good,0.083473,0,0.0,1,0.992831,0.00595,0.000908,0.000217,9.5e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.992831,0.986881,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073024929_Cam4C1_2025-03-17-02-50-40-61.png,Good,0.050532,0,0.0,1,0.993675,0.005078,0.001021,0.000162,6.5e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.993675,0.988597,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073024929_Cam4C1_2025-03-17-03-24-36-80.png,Good,0.103802,39,0.103802,1,0.996372,0.00284,0.000631,0.000111,4.6e-05,Good,Good,0,0,0,28.435897,136.076923,0.000595,0.996372,0.993532,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073034716_Cam4C1_2025-03-17-01-50-45-31.png,Good,0.059162,0,0.0,1,0.992272,0.007109,0.000403,0.000158,5.8e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.992272,0.985163,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073034716_Cam4C1_2025-03-17-03-11-34-89.png,Good,0.089543,0,0.0,1,0.995143,0.004349,0.000346,0.000109,5.2e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.995143,0.990794,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073034716_Cam4C1_2025-03-17-03-13-31-22.png,Good,0.057289,0,0.0,1,0.989471,0.009576,0.000678,0.000197,7.8e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.989471,0.979895,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073042633_Cam4C1_2025-03-17-01-10-52-43.png,Good,0.063457,0,0.0,1,0.994864,0.003961,0.000967,0.000151,5.7e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.994864,0.990903,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073042633_Cam4C1_2025-03-17-02-04-55-23.png,Good,0.052698,0,0.0,1,0.991755,0.006198,0.001697,0.000268,8.1e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.991755,0.985557,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073042633_Cam4C1_2025-03-17-02-30-25-42.png,Good,0.054418,0,0.0,1,0.994168,0.004527,0.001112,0.000139,5.4e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.994168,0.989641,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073053457_Cam4C1_2025-03-17-02-14-48-68.png,Good,0.049707,0,0.0,1,0.994121,0.004855,0.000793,0.000173,5.8e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.994121,0.989266,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073053457_Cam4C1_2025-03-17-02-42-33-57.png,Good,0.050868,0,0.0,1,0.991004,0.007202,0.001537,0.000197,6e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.991004,0.983801,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073060716_Cam4C1_2025-03-17-02-14-22-29.png,Good,0.111713,72,0.111713,4,0.984266,0.014189,0.000965,0.000428,0.000152,Good,Good,0,0,0,99.805556,160.291667,0.001099,0.984266,0.970078,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073060716_Cam4C1_2025-03-17-02-42-59-99.png,Good,0.071595,0,0.0,1,0.979203,0.018793,0.001296,0.000518,0.00019,Good,Good,0,0,0,0.0,0.0,0.0,0.979203,0.960411,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073060716_Cam4C1_2025-03-17-03-49-21-16.png,Good,1.658749,64058,1.658749,1,1.0,0.0,0.0,0.0,0.0,Bad,Bad,1,1,0,128.382841,127.705111,0.977448,1.0,1.0,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073060716_Cam4C1_2025-03-17-03-49-34-32.png,Good,0.125007,160,0.125007,3,0.97176,0.024526,0.002565,0.000861,0.000288,Bad,Good,1,0,0,23.81875,138.79375,0.002441,0.97176,0.947234,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073060736_Cam4C1_2025-03-17-02-22-24-89.png,Good,0.040561,0,0.0,1,0.965128,0.03259,0.001221,0.00085,0.000211,Good,Good,0,0,0,0.0,0.0,0.0,0.965128,0.932539,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073060736_Cam4C1_2025-03-17-02-22-51-31.png,Good,0.104321,16,0.104321,1,0.989824,0.008546,0.001203,0.000307,0.000119,Good,Good,0,0,0,13.5625,139.0,0.000244,0.989824,0.981278,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073060736_Cam4C1_2025-03-17-02-26-03-91.png,Good,0.064783,0,0.0,1,0.991616,0.007322,0.000671,0.000282,0.000109,Good,Good,0,0,0,0.0,0.0,0.0,0.991616,0.984294,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073100358_Cam4C1_2025-03-17-02-15-15-18.png,Good,0.135998,287,0.135998,5,0.973377,0.024671,0.000857,0.000757,0.000338,Bad,Good,1,0,0,30.202091,130.634146,0.004379,0.973377,0.948706,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073100358_Cam4C1_2025-03-17-02-42-07-32.png,Good,0.110027,26,0.110027,1,0.98378,0.013672,0.001474,0.000753,0.000321,Good,Good,0,0,0,21.961538,143.846154,0.000397,0.98378,0.970107,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073102831_Cam4C1_2025-03-17-02-24-44-39.png,Good,0.064659,0,0.0,1,0.985781,0.01211,0.001712,0.000266,0.000132,Good,Good,0,0,0,0.0,0.0,0.0,0.985781,0.973671,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073110731_Cam4C1_2025-03-17-02-17-11-95.png,Good,0.087164,0,0.0,1,0.98428,0.01269,0.001493,0.001231,0.000306,Good,Good,0,0,0,0.0,0.0,0.0,0.98428,0.971589,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073110731_Cam4C1_2025-03-17-02-39-46-55.png,Good,0.097874,6,0.097874,1,0.989934,0.008397,0.00074,0.000736,0.000192,Good,Good,0,0,0,173.166667,241.166667,9.2e-05,0.989934,0.981537,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073114031_Cam4C1_2025-03-17-02-21-55-51.png,Good,0.06135,0,0.0,1,0.98602,0.011739,0.001495,0.000535,0.00021,Good,Good,0,0,0,0.0,0.0,0.0,0.98602,0.974281,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073114031_Cam4C1_2025-03-17-02-26-56-65.png,Good,0.059929,0,0.0,1,0.986999,0.011183,0.001135,0.000483,0.000199,Good,Good,0,0,0,0.0,0.0,0.0,0.986999,0.975816,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073114739_Cam4C1_2025-03-17-02-21-28-82.png,Good,0.035236,0,0.0,1,0.987802,0.009915,0.001126,0.000881,0.000277,Good,Good,0,0,0,0.0,0.0,0.0,0.987802,0.977887,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073114739_Cam4C1_2025-03-17-02-25-37-20.png,Good,0.03871,0,0.0,1,0.993489,0.005791,0.00047,0.000169,8.1e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.993489,0.987698,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073172157_Cam4C1_2025-03-17-02-13-13-00.png,Good,0.089324,0,0.0,1,0.995612,0.003895,0.000274,0.000158,6.1e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.995612,0.991717,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073172157_Cam4C1_2025-03-17-02-49-47-26.png,Good,0.101492,23,0.101492,1,0.996023,0.003612,0.000178,0.000142,4.5e-05,Good,Good,0,0,0,74.956522,73.956522,0.000351,0.996023,0.992411,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073172157_Cam4C1_2025-03-17-03-25-30-14.png,Good,0.109169,18,0.109169,1,0.997762,0.001939,0.000138,0.000121,4e-05,Good,Good,0,0,0,17.055556,162.888889,0.000275,0.997762,0.995823,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073202819_Cam4C1_2025-03-17-02-21-01-78.png,Good,0.057864,0,0.0,1,0.995044,0.004275,0.000353,0.000255,7.3e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.995044,0.990768,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073202819_Cam4C1_2025-03-17-02-25-10-91.png,Good,0.04429,0,0.0,1,0.996594,0.002893,0.000273,0.000181,5.8e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.996594,0.993701,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073224838_Cam4C1_2025-03-17-01-57-28-27.png,Good,0.049393,0,0.0,1,0.990754,0.007404,0.000876,0.000721,0.000245,Good,Good,0,0,0,0.0,0.0,0.0,0.990754,0.98335,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073224838_Cam4C1_2025-03-17-03-10-41-28.png,Good,0.094867,6,0.094867,1,0.96027,0.032114,0.00354,0.003254,0.000823,Good,Good,0,0,0,21.5,126.0,9.2e-05,0.96027,0.928156,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073224838_Cam4C1_2025-03-17-03-14-37-52.png,Good,0.05967,0,0.0,1,0.944446,0.046377,0.004533,0.003672,0.000973,Good,Good,0,0,0,0.0,0.0,0.0,0.944446,0.898069,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073225422_Cam4C1_2025-03-17-02-18-05-00.png,Good,0.084003,0,0.0,1,0.993005,0.006013,0.000417,0.000399,0.000166,Good,Good,0,0,0,0.0,0.0,0.0,0.993005,0.986993,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225073225422_Cam4C1_2025-03-17-02-44-04-87.png,Good,0.087121,0,0.0,1,0.988401,0.009777,0.00077,0.000753,0.000299,Good,Good,0,0,0,0.0,0.0,0.0,0.988401,0.978623,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225074022615_Cam4C1_2025-03-17-01-58-21-55.png,Good,0.032381,0,0.0,1,0.992815,0.005993,0.000904,0.000193,9.6e-05,Good,Good,0,0,0,0.0,0.0,0.0,0.992815,0.986822,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225074022615_Cam4C1_2025-03-17-03-04-13-76.png,Good,0.039195,0,0.0,1,0.991395,0.007222,0.001024,0.000242,0.000117,Good,Good,0,0,0,0.0,0.0,0.0,0.991395,0.984174,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225074042205_Cam4C1_2025-03-17-02-19-52-00.png,Good,0.056174,0,0.0,1,0.98758,0.010908,0.000898,0.000477,0.000137,Good,Good,0,0,0,0.0,0.0,0.0,0.98758,0.976672,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225074042205_Cam4C1_2025-03-17-02-45-51-20.png,Good,0.062468,0,0.0,1,0.988233,0.009845,0.001266,0.000522,0.000135,Good,Good,0,0,0,0.0,0.0,0.0,0.988233,0.978387,0.092,0.117
WL3,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL3/WL3_full_10492225074042359_Cam4C1_2025-03-17-02-20-35-43.png,Good,0.05636,0,0.0,1,0.994695,0.004185,0.000587,0.000418,0.000114,Good,Good,0,0,0,0.0,0.0,0.0,0.994695,0.99051,0.092,0.117
